Index,Concept,Question,Answer,Photo,photo_path
187.0,Beni_Hassan,What period does it represent?,Middle Kingdom,,/downloaded_images/img_2271.JPG
187.0,Beni_Hassan,Is this near Minya?,"Yes, near Minya.",,/downloaded_images/img_2271.JPG
187.0,Beni_Hassan,What activities are shown?,"Daily life, rituals.",,/downloaded_images/img_2271.JPG
187.0,Beni_Hassan,Are these officials' tombs?,"Yes, officials' tombs.",,/downloaded_images/img_2271.JPG
187.0,Beni_Hassan,What do the tombs reveal?,Middle Kingdom Life,,/downloaded_images/img_2271.JPG
187.0,Beni_Hassan,What are the tombs decorated with?,Vibrant scenes,,/downloaded_images/img_2271.JPG
188.0,Kiosk_of_Trajan_in_Philae,What island is it on?,Agilkia Island,,/downloaded_images/img_2272.jpg
188.0,Kiosk_of_Trajan_in_Philae,Who built this kiosk?,Emperor Trajan,,/downloaded_images/img_2273.jpg
188.0,Kiosk_of_Trajan_in_Philae,What is its style?,Egyptian and Roman,,/downloaded_images/img_2274.jpg
188.0,Kiosk_of_Trajan_in_Philae,Is the roof finished?,Unfinished roof.,,/downloaded_images/img_2275.jpg
188.0,Kiosk_of_Trajan_in_Philae,Who is Trajan offering to?,Egyptian Gods,,/downloaded_images/img_2276.jpg
188.0,Kiosk_of_Trajan_in_Philae,What kind of capitals?,Composite capitals,,/downloaded_images/img_2277.jpg
188.0,Kiosk_of_Trajan_in_Philae,Is this well-preserved?,Well-preserved structure,,/downloaded_images/img_2278.jpg
188.0,Kiosk_of_Trajan_in_Philae,What dam caused relocation?,Aswan High,,/downloaded_images/img_2279.jpg
188.0,Kiosk_of_Trajan_in_Philae,What is another name?,Pharaoh's Bed,,/downloaded_images/img_2280.JPG
188.0,Kiosk_of_Trajan_in_Philae,What is it dedicated to?,Isis,,/downloaded_images/img_2272.jpg
188.0,Kiosk_of_Trajan_in_Philae,Where is this located?,Agilkia Island,,/downloaded_images/img_2273.jpg
188.0,Kiosk_of_Trajan_in_Philae,When was it built?,Roman Period,,/downloaded_images/img_2274.jpg
188.0,Kiosk_of_Trajan_in_Philae,Is it a temple?,Roman temple,,/downloaded_images/img_2275.jpg
188.0,Kiosk_of_Trajan_in_Philae,What carvings are present?,Bas-reliefs,,/downloaded_images/img_2276.jpg
188.0,Kiosk_of_Trajan_in_Philae,Is it very large?,Relatively Small,,/downloaded_images/img_2277.jpg
188.0,Kiosk_of_Trajan_in_Philae,Is it on the Nile?,"Yes, relocated.",,/downloaded_images/img_2278.jpg
188.0,Kiosk_of_Trajan_in_Philae,What is its purpose?,Processional/Decorative,,/downloaded_images/img_2279.jpg
188.0,Kiosk_of_Trajan_in_Philae,What empire built it?,Roman Empire,,/downloaded_images/img_2280.JPG
188.0,Kiosk_of_Trajan_in_Philae,Is it very old?,"Yes, very.",,/downloaded_images/img_2272.jpg
188.0,Kiosk_of_Trajan_in_Philae,Is it popular?,Tourist attraction.,,/downloaded_images/img_2273.jpg
189.0,Khan_el-Khalili,What is this a picture of?,Khan el-Khalili,,/downloaded_images/img_2281.jpg
189.0,Khan_el-Khalili,Where is this located?,"Cairo, Egypt",,/downloaded_images/img_2282.jpg
189.0,Khan_el-Khalili,What century was it established?,14th Century,,/downloaded_images/img_2283.jpg
189.0,Khan_el-Khalili,Who established it?,Sultan al- الظاهر برقوق,,/downloaded_images/img_2284.jpg
189.0,Khan_el-Khalili,What kind of shops are there?,"Souvenirs, spices.",,/downloaded_images/img_2285.jpg
189.0,Khan_el-Khalili,What are they selling?,Various goods.,,/downloaded_images/img_2286.jpg
189.0,Khan_el-Khalili,Are there spices?,"Yes, spices.",,/downloaded_images/img_2287.jpg
189.0,Khan_el-Khalili,Are there perfumes?,"Yes, perfumes",,/downloaded_images/img_2288.jpg
189.0,Khan_el-Khalili,Is there jewelry?,Yes.,,/downloaded_images/img_2289.jpg
189.0,Khan_el-Khalili,Is there traditional clothing?,Yes.,,/downloaded_images/img_2290.jpg
189.0,Khan_el-Khalili,What is the atmosphere like?,"Bustling, vibrant.",,/downloaded_images/img_2291.jpg
189.0,Khan_el-Khalili,Is it crowded?,Often crowded.,,/downloaded_images/img_2292.jpg
189.0,Khan_el-Khalili,Is it a tourist destination?,"Yes, popular.",,/downloaded_images/img_2293.jpg
189.0,Khan_el-Khalili,Are there cafes?,"Yes, cafes.",,/downloaded_images/img_2294.jpg
189.0,Khan_el-Khalili,Is there history here?,"Yes, 14th century.",,/downloaded_images/img_2295.jpg
189.0,Khan_el-Khalili,Are there workshops?,"Yes, there are.",,/downloaded_images/img_2296.jpg
189.0,Khan_el-Khalili,What's sold besides souvenirs?,"Spices, perfumes.",,/downloaded_images/img_2297.jpg
189.0,Khan_el-Khalili,Is silver sold here?,"Yes, silver.",,/downloaded_images/img_2298.jpg
189.0,Khan_el-Khalili,Is gold sold here?,"Yes, jewelry.",,/downloaded_images/img_2299.jpg
189.0,Khan_el-Khalili,Is copperware sold here?,"Yes, copperware",,/downloaded_images/img_2300.jpg
189.0,Khan_el-Khalili,Are there textiles?,"Yes, Textiles",,/downloaded_images/img_2281.jpg
189.0,Khan_el-Khalili,Are there hookahs?,Yes.,,/downloaded_images/img_2282.jpg
189.0,Khan_el-Khalili,Is it a souk?,"Yes, souk.",,/downloaded_images/img_2283.jpg
189.0,Khan_el-Khalili,Is it a bazaar?,Major souk,,/downloaded_images/img_2284.jpg
189.0,Khan_el-Khalili,Are there alleyways?,"Yes, labyrinthine.",,/downloaded_images/img_2285.jpg
190.0,Luxor_Temple,What river is it beside?,Nile River,,/downloaded_images/img_2301.jpg
190.0,Luxor_Temple,Who built the pylon?,Ramesses II,,/downloaded_images/img_2302.png
190.0,Luxor_Temple,What festival was important?,Opet Festival,,/downloaded_images/img_2303.png
190.0,Luxor_Temple,Who is being rejuvenated?,The King,,/downloaded_images/img_2304.jpg
190.0,Luxor_Temple,What is on top of it?,Mosque of Abu Haggag,,/downloaded_images/img_2301.jpg
190.0,Luxor_Temple,What is the triad from?,Theban Triad,,/downloaded_images/img_2302.png
190.0,Luxor_Temple,What city is it in?,Luxor (Thebes),,/downloaded_images/img_2303.png
190.0,Luxor_Temple,What is its main purpose?,Rejuvenation of kingship,,/downloaded_images/img_2304.jpg
190.0,Luxor_Temple,What is in the court?,Colossal statues.,,/downloaded_images/img_2301.jpg
190.0,Luxor_Temple,Who built the sun court?,Amenhotep III,,/downloaded_images/img_2302.png
190.0,Luxor_Temple,What hall is there?,Hypostyle Hall,,/downloaded_images/img_2303.png
190.0,Luxor_Temple,Who expanded it later?,Ramesses II.,,/downloaded_images/img_2304.jpg
190.0,Luxor_Temple,Which emperor altered it?,Alexander the Great,,/downloaded_images/img_2301.jpg
190.0,Luxor_Temple,What was built within it?,Roman sanctuary,,/downloaded_images/img_2302.png
190.0,Luxor_Temple,What kind of attraction is it?,Tourist attraction,,/downloaded_images/img_2303.png
190.0,Luxor_Temple,What bank is it on?,East bank,,/downloaded_images/img_2304.jpg
190.0,Luxor_Temple,What is emphasized here?,Kingship rejuvenation,,/downloaded_images/img_2301.jpg
190.0,Luxor_Temple,What kind of statues are there?,Colossal statues,,/downloaded_images/img_2302.png
190.0,Luxor_Temple,Who completed the colonnade?,"Tutankhamun, Horemheb",,/downloaded_images/img_2303.png
190.0,Luxor_Temple,What is symbolized?,Renewal of Kingship,,/downloaded_images/img_2304.jpg
191.0,Suez_Canal_Bridge,What structure is this?,Suez Canal Bridge,,/downloaded_images/img_2305.jpg
191.0,Suez_Canal_Bridge,What canal does it cross?,Suez Canal,,/downloaded_images/img_2306.jpg
191.0,Suez_Canal_Bridge,What continents does it connect?,"Africa, Asia",,/downloaded_images/img_2307.jpg
191.0,Suez_Canal_Bridge,Where is this bridge located?,Near El Qantara,,/downloaded_images/img_2308.jpg
191.0,Suez_Canal_Bridge,What type of bridge is it?,High-level road,,/downloaded_images/img_2309.jpg
191.0,Suez_Canal_Bridge,Who helped build it?,Egypt and Japan,,/downloaded_images/img_2310.jpg
191.0,Suez_Canal_Bridge,What is its other name?,Egyptian-Japanese Friendship,,/downloaded_images/img_2311.jpg
191.0,Suez_Canal_Bridge,What crosses the canal?,Road bridge.,,/downloaded_images/img_2312.jpg
191.0,Suez_Canal_Bridge,What passes underneath?,Ships.,,/downloaded_images/img_2313.jpg
191.0,Suez_Canal_Bridge,What's near the location?,El Qantara,,/downloaded_images/img_2314.jpg
191.0,Suez_Canal_Bridge,What country is this in?,Egypt.,,/downloaded_images/img_2315.jpg
191.0,Suez_Canal_Bridge,Asia and what?,Africa.,,/downloaded_images/img_2316.jpg
191.0,Suez_Canal_Bridge,What does it facilitate?,Road transport.,,/downloaded_images/img_2317.jpg
191.0,Suez_Canal_Bridge,Who funded construction?,Egypt and Japan,,/downloaded_images/img_2318.jpg
191.0,Suez_Canal_Bridge,Bridge of what?,Suez Canal,,/downloaded_images/img_2319.jpg
192.0,Pyramid_of_Senusret_II,What pharaoh built this?,Senusret II,,/downloaded_images/img_2363.jpg
192.0,Pyramid_of_Senusret_II,Where is it located?,"El-Lahun, Egypt",,/downloaded_images/img_2364.jpg
192.0,Pyramid_of_Senusret_II,What is the core made of?,Mud-brick core,,/downloaded_images/img_2365.jpg
192.0,Pyramid_of_Senusret_II,Is it well-preserved?,Heavily damaged.,,/downloaded_images/img_2366.jpg
192.0,Pyramid_of_Senusret_II,What was found nearby?,Jewel Cache.,,/downloaded_images/img_2367.jpg
192.0,Pyramid_of_Senusret_II,Which dynasty is it from?,12th Dynasty,,/downloaded_images/img_2368.jpg
192.0,Pyramid_of_Senusret_II,Was it cased in limestone?,"Yes, originally.",,/downloaded_images/img_2369.jpg
192.0,Pyramid_of_Senusret_II,Who excavated it?,Flinders Petrie,,/downloaded_images/img_2370.jpg
192.0,Pyramid_of_Senusret_II,What is its current state?,Heavily Damaged/Ruin,,/downloaded_images/img_2371.jpg
192.0,Pyramid_of_Senusret_II,Is it near Fayyum?,"Yes, near.",,/downloaded_images/img_2372.jpg
192.0,Pyramid_of_Senusret_II,Does it have a mortuary temple?,"Yes, included.",,/downloaded_images/img_2373.jpg
192.0,Pyramid_of_Senusret_II,Does it deter tomb robbers?,"Originally, yes.",,/downloaded_images/img_2374.jpg
192.0,Pyramid_of_Senusret_II,Does it have a valley temple?,"Yes, Included.",,/downloaded_images/img_2375.jpg
192.0,Pyramid_of_Senusret_II,Was there a Jewel Cache?,"Yes, Sithathoriunet.",,/downloaded_images/img_2376.jpg
192.0,Pyramid_of_Senusret_II,What era is it from?,Middle Kingdom.,,/downloaded_images/img_2377.jpg
192.0,Pyramid_of_Senusret_II,Is the entrance system simple?,"No, intricate.",,/downloaded_images/img_2378.jpg
192.0,Pyramid_of_Senusret_II,What is El-Lahun near?,Fayyum Oasis,,/downloaded_images/img_2379.jpg
192.0,Pyramid_of_Senusret_II,Was a causeway found?,"Yes, causeway found.",,/downloaded_images/img_2380.jpg
192.0,Pyramid_of_Senusret_II,Is it heavily damaged?,"Yes, heavily.",,/downloaded_images/img_2381.jpg
192.0,Pyramid_of_Senusret_II,Is it historically significant?,"Yes, significant.",,/downloaded_images/img_2382.JPG
193.0,Pyramid_of_Neferirkare,What pharaoh built this?,Neferirkare Kakai,,/downloaded_images/img_2400.JPG
193.0,Pyramid_of_Neferirkare,What dynasty is this from?,Fifth Dynasty,,/downloaded_images/img_2401.jpg
193.0,Pyramid_of_Neferirkare,Where is this pyramid?,"Abusir, Egypt",,/downloaded_images/img_2402.JPG
193.0,Pyramid_of_Neferirkare,Is the pyramid complete?,Incomplete.,,/downloaded_images/img_2403.png
193.0,Pyramid_of_Neferirkare,What kind of pyramid is it?,"Ruined, incomplete",,/downloaded_images/img_2400.JPG
193.0,Pyramid_of_Neferirkare,What was found there?,Abusir Papyri,,/downloaded_images/img_2401.jpg
193.0,Pyramid_of_Neferirkare,Is it well-preserved?,Ruined; Incomplete.,,/downloaded_images/img_2402.JPG
193.0,Pyramid_of_Neferirkare,What's its current status?,Ruined; incomplete.,,/downloaded_images/img_2403.png
193.0,Pyramid_of_Neferirkare,What are the papyri called?,Abusir Papyri,,/downloaded_images/img_2400.JPG
193.0,Pyramid_of_Neferirkare,What is Abusir known for?,Pyramid location.,,/downloaded_images/img_2401.jpg
193.0,Pyramid_of_Neferirkare,What was its initial design?,Stepped pyramid,,/downloaded_images/img_2402.JPG
193.0,Pyramid_of_Neferirkare,Is it smooth sided?,Never completed,,/downloaded_images/img_2403.png
193.0,Pyramid_of_Neferirkare,Are there other pyramids nearby?,"Yes, Abusir.",,/downloaded_images/img_2400.JPG
193.0,Pyramid_of_Neferirkare,What is the main building material?,Limestone blocks,,/downloaded_images/img_2401.jpg
193.0,Pyramid_of_Neferirkare,Is it the tallest pyramid?,Likely no.,,/downloaded_images/img_2402.JPG
194.0,Pyramid_of_Qakare_Ibi,What type of structure is this?,Ruined pyramid,,/downloaded_images/img_2404.jpg
194.0,Pyramid_of_Qakare_Ibi,Where is this pyramid located?,Southern Saqqara,,/downloaded_images/img_2405.jpg
194.0,Pyramid_of_Qakare_Ibi,Which dynasty is it from?,13th Dynasty,,/downloaded_images/img_2406.jpg
194.0,Pyramid_of_Qakare_Ibi,Who built this pyramid?,Qakare Ibi,,/downloaded_images/img_2408.jpg
194.0,Pyramid_of_Qakare_Ibi,What is the pyramid's condition?,Poorly preserved.,,/downloaded_images/img_2409.png
194.0,Pyramid_of_Qakare_Ibi,What shape is the chamber?,T-shaped.,,/downloaded_images/img_2410.jpg
194.0,Pyramid_of_Qakare_Ibi,Is it well-preserved?,Poorly preserved.,,/downloaded_images/img_2411.jpg
194.0,Pyramid_of_Qakare_Ibi,What texts decorate it?,Pyramid Texts,,/downloaded_images/img_2412.JPG
194.0,Pyramid_of_Qakare_Ibi,What period is it from?,Second Intermediate,,/downloaded_images/img_2413.jpg
194.0,Pyramid_of_Qakare_Ibi,What is its significance?,Continued pyramid building.,,/downloaded_images/img_2414.jpg
194.0,Pyramid_of_Qakare_Ibi,Is it large or small?,"Small, ruined",,/downloaded_images/img_2415.jpg
194.0,Pyramid_of_Qakare_Ibi,Where is Saqqara located?,Near Memphis,,/downloaded_images/img_2416.JPG
194.0,Pyramid_of_Qakare_Ibi,What is in the chamber?,Pyramid Texts.,,/downloaded_images/img_2417.jpg
194.0,Pyramid_of_Qakare_Ibi,What is its construction like?,Ruined and small.,,/downloaded_images/img_2418.JPG
194.0,Pyramid_of_Qakare_Ibi,What is the location near?,Pepi II,,/downloaded_images/img_2419.jpg
195.0,Giza_Plateau,What is this place?,Giza Plateau,,/downloaded_images/img_2435.jpg
195.0,Giza_Plateau,What is located here?,Great Pyramids,,/downloaded_images/img_2436.jpg
195.0,Giza_Plateau,Whose pyramid is largest?,Khufu's pyramid,,/downloaded_images/img_2437.jpg
195.0,Giza_Plateau,What shape are these structures?,"Pyramids, Sphinx.",,/downloaded_images/img_2435.jpg
195.0,Giza_Plateau,What is the Sphinx made of?,Limestone Statue,,/downloaded_images/img_2436.jpg
195.0,Giza_Plateau,Who built these pyramids?,Ancient Egyptians.,,/downloaded_images/img_2437.jpg
195.0,Giza_Plateau,What is Khufu's pyramid called?,Great Pyramid,,/downloaded_images/img_2435.jpg
195.0,Giza_Plateau,Which river is nearby?,Nile River,,/downloaded_images/img_2436.jpg
195.0,Giza_Plateau,What kind of site is this?,Archaeological site.,,/downloaded_images/img_2437.jpg
195.0,Giza_Plateau,Where are the workers' villages?,On the plateau.,,/downloaded_images/img_2435.jpg
195.0,Giza_Plateau,Who does the Sphinx resemble?,Pharaoh Khafre,,/downloaded_images/img_2436.jpg
195.0,Giza_Plateau,What is buried inside?,"Pharaohs, possessions.",,/downloaded_images/img_2437.jpg
195.0,Giza_Plateau,What are the tombs called?,"Mastabas, Pyramids",,/downloaded_images/img_2435.jpg
195.0,Giza_Plateau,What year did construction begin?,c. 2613 BCE,,/downloaded_images/img_2436.jpg
195.0,Giza_Plateau,What is its purpose?,Pharaoh's tombs.,,/downloaded_images/img_2437.jpg
195.0,Giza_Plateau,What is under excavation?,Archaeological site,,/downloaded_images/img_2435.jpg
195.0,Giza_Plateau,Who visits this site?,"Tourists, Archaeologists",,/downloaded_images/img_2436.jpg
195.0,Giza_Plateau,What is being preserved?,The Giza Plateau.,,/downloaded_images/img_2437.jpg
195.0,Giza_Plateau,What are the structures made of?,Stone blocks.,,/downloaded_images/img_2435.jpg
195.0,Giza_Plateau,What era are these from?,Old Kingdom,,/downloaded_images/img_2436.jpg
195.0,Giza_Plateau,What is Khafre's pyramid called?,Second-largest pyramid,,/downloaded_images/img_2437.jpg
195.0,Giza_Plateau,Who was Menkaure's father?,Khafre's son,,/downloaded_images/img_2435.jpg
195.0,Giza_Plateau,What connects the temples?,Causeways,,/downloaded_images/img_2436.jpg
195.0,Giza_Plateau,Which country is this in?,Egypt.,,/downloaded_images/img_2437.jpg
195.0,Giza_Plateau,What is at the base of the pyramids?,"Temples, Mastabas",,/downloaded_images/img_2435.jpg
195.0,Giza_Plateau,What protects the pharaoh's body?,Pyramid tombs.,,/downloaded_images/img_2436.jpg
195.0,Giza_Plateau,What facilitated the afterlife journey?,Temples and structures.,,/downloaded_images/img_2437.jpg
195.0,Giza_Plateau,What is the smallest pyramid called?,Menkaure (Mycerinus),,/downloaded_images/img_2435.jpg
195.0,Giza_Plateau,How were stones transported?,Ramps and levers,,/downloaded_images/img_2436.jpg
195.0,Giza_Plateau,What is west of the Nile?,Giza Plateau,,/downloaded_images/img_2437.jpg
195.0,Giza_Plateau,What is a symbol of Egypt?,Giza Plateau,,/downloaded_images/img_2435.jpg
195.0,Giza_Plateau,What are concerns for this site?,Preservation and tourism,,/downloaded_images/img_2436.jpg
195.0,Giza_Plateau,What is near modern Cairo?,Giza Plateau,,/downloaded_images/img_2437.jpg
195.0,Giza_Plateau,What material is the Sphinx?,Limestone statue,,/downloaded_images/img_2435.jpg
195.0,Giza_Plateau,Which kingdom built this?,Old Kingdom,,/downloaded_images/img_2436.jpg
195.0,Giza_Plateau,What's the Pharaoh's status?,Divine status.,,/downloaded_images/img_2437.jpg
195.0,Giza_Plateau,What are these famous for?,Great Pyramids,,/downloaded_images/img_2435.jpg
195.0,Giza_Plateau,What is the Giza Plateau?,Archaeological site.,,/downloaded_images/img_2436.jpg
195.0,Giza_Plateau,What is the largest pyramid?,Khufu's pyramid.,,/downloaded_images/img_2437.jpg
195.0,Giza_Plateau,Who ruled during construction?,"Pharaohs (Khufu, Khafre, Menkaure)",,/downloaded_images/img_2435.jpg
195.0,Giza_Plateau,What's Khafre's relation to Khufu?,Son.,,/downloaded_images/img_2436.jpg
195.0,Giza_Plateau,What are pyramid builders considered?,Laborers/Engineers,,/downloaded_images/img_2437.jpg
